File,NEF,TIFF,Date Created,Date Modified,File Size,Image Size,Date Shot,Time Zone and Date,Image Quality,Artist,Copyright,Image Comment,Device,Lens,Focal Length,Focus Mode,AF-Area Mode,VR,AF Fine Tune,Aperture,Shutter Speed,Exposure Mode,Exposure Comp.,Exposure Tuning,Metering,ISO Sensitivity,Flash Device,Flash Sync Mode,Flash Mode,White Balance,Color Space,High ISO NR,Long Exposure NR,Active D-Lighting,Image Authentication,Vignette Control,Auto Distortion Control,Picture Control,Base,Quick Adjust,Sharpening,Contrast,Brightness,Saturation,Hue,Filter Effects,Toning,Optimize Image,Color Mode,Tone Comp.,Hue Adjustment,Saturation,Sharpening,Latitude,Longitude,Altitude,Altitude Reference,Heading,UTC,Map Datum,Scene Mode,Keywords
r0faffef3t,http://193.205.194.113/RAISE/NEF/r0faffef3t.NEF,http://193.205.194.113/RAISE/TIFF/r0faffef3t.TIF,9/21/2014 10:01,5/11/2013 7:21,17.3 MB,L (4928 x 3264),21:04.0,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,200mm,AF-A,Dynamic,ON,OFF,f/8,1/100s,,0EV,,Matrix,ISO 320,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,0,1,0,0,,,,,,,,,,,,,,,,Manual,nature; outdoor
r0fb0a690t,http://193.205.194.113/RAISE/NEF/r0fb0a690t.NEF,http://193.205.194.113/RAISE/TIFF/r0fb0a690t.TIF,9/20/2014 18:13,8/23/2012 12:06,21.2 MB,L (4928 x 3264),06:22.7,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,62mm,AF-A,Auto,ON,OFF,f/4.8,1/160s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, A3, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,6,2,1,0,1,,,,,,,,,,,,,,,,,outdoor; people
r0fbb5bc1t,http://193.205.194.113/RAISE/NEF/r0fbb5bc1t.NEF,http://193.205.194.113/RAISE/TIFF/r0fbb5bc1t.TIF,9/21/2014 12:06,10/19/2013 10:11,22.1 MB,L (4928 x 3264),11:17.1,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,22mm,AF-A,Dynamic,ON,OFF,f/16,1/125s,,0EV,,Matrix,ISO 400,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,Aperture Priority,landscape; outdoor
r0fbd0c71t,http://193.205.194.113/RAISE/NEF/r0fbd0c71t.NEF,http://193.205.194.113/RAISE/TIFF/r0fbd0c71t.TIF,9/20/2014 17:35,8/22/2012 7:04,19.4 MB,L (4928 x 3264),04:23.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/3.5,1/30s,Manual,0EV,,Matrix,ISO 320,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,6,0,1,-1,0,,,,,,,,,,,,,,,,,Indoor
r0fbe1b0ft,http://193.205.194.113/RAISE/NEF/r0fbe1b0ft.NEF,http://193.205.194.113/RAISE/TIFF/r0fbe1b0ft.TIF,9/21/2014 8:17,1/5/2013 4:47,19.9 MB,L (4928 x 3264),47:56.6,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/4.5,1/320s,Manual,+0.7EV,,Spot,ISO 320,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,8,2,0,1,1,,,,,,,,,,,,,,,,,outdoor; people
r0fbf62f8t,http://193.205.194.113/RAISE/NEF/r0fbf62f8t.NEF,http://193.205.194.113/RAISE/TIFF/r0fbf62f8t.TIF,9/21/2014 7:07,8/22/2013 8:34,21.9 MB,L (4928 x 3264),34:16.0,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/3.5,1/4000s,Aperture Priority,0EV,,Matrix,ISO 640,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,,nature; outdoor
r0fc39b66t,http://193.205.194.113/RAISE/NEF/r0fc39b66t.NEF,http://193.205.194.113/RAISE/TIFF/r0fc39b66t.TIF,9/20/2014 15:25,12/31/2011 12:24,10.0 MB,L (4288 x 2848),24:57.0,"UTC+7, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/3.5,1/200s,Aperture Priority,0EV,,Matrix,ISO 400,,,,"Shade, B1, G2",sRGB,OFF,OFF,Extra High,,,,[LS] Landscape,[LS] Landscape,-,6,Active D-Lighting,Active D-Lighting,1,1,,,,,,,,,,,,,,,,,outdoor; people
r0fd69c12t,http://193.205.194.113/RAISE/NEF/r0fd69c12t.NEF,http://193.205.194.113/RAISE/TIFF/r0fd69c12t.TIF,9/20/2014 23:39,3/10/2012 6:16,10.7 MB,L (4288 x 2848),16:45.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,Manual,Single,ON,,f/22,1/30s,Aperture Priority,+1.3EV,,Matrix,0.3EV under 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,-,8,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,landscape; outdoor
r0fdfc4f0t,http://193.205.194.113/RAISE/NEF/r0fdfc4f0t.NEF,http://193.205.194.113/RAISE/TIFF/r0fdfc4f0t.TIF,9/20/2014 16:15,9/24/2011 7:52,20.0 MB,L (4928 x 3264),52:18.4,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,22mm,AF-A,Auto,ON,OFF,f/16,1/250s,Manual,0EV,,Matrix,ISO 250,,,,"Cloudy, A2, G1",sRGB,ON (Low),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,9,2,0,2,1,,,,,,,,,,,,,,,,,buildings; landscape; outdoor
r0fe270aet,http://193.205.194.113/RAISE/NEF/r0fe270aet.NEF,http://193.205.194.113/RAISE/TIFF/r0fe270aet.TIF,9/20/2014 20:36,8/4/2012 9:05,18.1 MB,L (4928 x 3264),05:33.8,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/22,1/250s,Manual,0EV,,Spot,ISO 320,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[PT] Portrait,[PT] Portrait,-,6,3,0,3,2,,,,,,,,,,,,,,,,,buildings; landscape; outdoor
r0fe7b1c6t,http://193.205.194.113/RAISE/NEF/r0fe7b1c6t.NEF,http://193.205.194.113/RAISE/TIFF/r0fe7b1c6t.TIF,9/21/2014 0:07,5/14/2012 6:33,8.85 MB,L (4288 x 2848),33:55.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Hoang Van Tien    ,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/4,1/20s,Aperture Priority,0EV,,Matrix,1EV under 200,,,,"Direct sunlight, 0, 0",Adobe RGB,OFF,OFF,Auto,,,,VIVID-02,[VI] VIVID,,7,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,Indoor
r0fef53bft,http://193.205.194.113/RAISE/NEF/r0fef53bft.NEF,http://193.205.194.113/RAISE/TIFF/r0fef53bft.TIF,9/21/2014 1:26,6/28/2014 9:25,23.5 MB,L (4928 x 3264),25:32.0,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,"Dynamic, 21 points",ON,OFF,f/13,1/200s,Aperture Priority,0EV,,Matrix,ISO 640,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,1,1,1,1,,,,,,,,,,,,,,,,,nature; outdoor
r0ff7a848t,http://193.205.194.113/RAISE/NEF/r0ff7a848t.NEF,http://193.205.194.113/RAISE/TIFF/r0ff7a848t.TIF,9/20/2014 20:51,12/5/2012 13:25,9.19 MB,L (4288 x 2848),25:53.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,AF-A,Auto,ON,,f/22,1/200s,Manual,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[LS] Landscape,[LS] Landscape,-,7,Active D-Lighting,Active D-Lighting,1,1,,,,,,,,,,,,,,,,,landscape; outdoor
r1011a436t,http://193.205.194.113/RAISE/NEF/r1011a436t.NEF,http://193.205.194.113/RAISE/TIFF/r1011a436t.TIF,9/21/2014 8:35,7/28/2013 8:37,19.9 MB,L (4928 x 3264),37:56.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/4.5,1/640s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,,buildings; outdoor; people
r10134c59t,http://193.205.194.113/RAISE/NEF/r10134c59t.NEF,http://193.205.194.113/RAISE/TIFF/r10134c59t.TIF,9/21/2014 9:10,6/21/2013 6:03,19.9 MB,L (4928 x 3264),03:08.1,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/5.6,1/800s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, A3, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,,landscape; outdoor
r101af5b4t,http://193.205.194.113/RAISE/NEF/r101af5b4t.NEF,http://193.205.194.113/RAISE/TIFF/r101af5b4t.TIF,9/20/2014 22:38,2/16/2012 7:10,9.70 MB,L (4288 x 2848),10:58.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/3.5,1/4000s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,2,5,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,buildings; landscape; outdoor
r101d6690t,http://193.205.194.113/RAISE/NEF/r101d6690t.NEF,http://193.205.194.113/RAISE/TIFF/r101d6690t.TIF,9/21/2014 6:35,4/17/2013 9:12,20.6 MB,L (4928 x 3264),12:46.3,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-C,Single,ON,OFF,f/13,1/100s,Aperture Priority,0EV,,Matrix,ISO 160,,,,"Direct sunlight, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,0,1,0,0,,,,,,,,,,,,,,,,,landscape; outdoor
r101e18b6t,http://193.205.194.113/RAISE/NEF/r101e18b6t.NEF,http://193.205.194.113/RAISE/TIFF/r101e18b6t.TIF,9/20/2014 16:53,8/21/2012 8:17,18.4 MB,L (4928 x 3264),17:30.2,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,22mm,AF-A,Auto,ON,OFF,f/4,1/500s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,0,0,-1,0,,,,,,,,,,,,,,,,,outdoor
r101eab0dt,http://193.205.194.113/RAISE/NEF/r101eab0dt.NEF,http://193.205.194.113/RAISE/TIFF/r101eab0dt.TIF,9/21/2014 7:24,2/3/2013 7:19,23.4 MB,L (4928 x 3264),19:04.3,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/13,1/100s,Aperture Priority,+0.7EV,,Matrix,ISO 400,,,,"Cloudy, A3, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,2,0,1,1,,,,,,,,,,,,,,,,,buildings; outdoor
r1023c21et,http://193.205.194.113/RAISE/NEF/r1023c21et.NEF,http://193.205.194.113/RAISE/TIFF/r1023c21et.TIF,9/20/2014 17:59,8/22/2012 16:54,17.7 MB,L (4928 x 3264),54:23.9,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,44mm,AF-A,Auto,ON,OFF,f/7.1,1/80s,Manual,0EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,6,0,1,-1,0,,,,,,,,,,,,,,,,,buildings; landscape; outdoor
r102b4aa4t,http://193.205.194.113/RAISE/NEF/r102b4aa4t.NEF,http://193.205.194.113/RAISE/TIFF/r102b4aa4t.TIF,9/20/2014 17:15,8/21/2012 13:10,20.5 MB,L (4928 x 3264),10:48.9,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,Manual,Single,ON,OFF,f/14,1/80s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, A2, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,6,2,1,1,0,,,,,,,,,,,,,,,,,buildings; outdoor; people
r103a4f26t,http://193.205.194.113/RAISE/NEF/r103a4f26t.NEF,http://193.205.194.113/RAISE/TIFF/r103a4f26t.TIF,9/21/2014 12:34,9/22/2013 11:02,20.6 MB,L (4928 x 3264),02:00.2,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/13,1/100s,,0EV,,Matrix,ISO 200,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,Aperture Priority,landscape; outdoor
r104153eat,http://193.205.194.113/RAISE/NEF/r104153eat.NEF,http://193.205.194.113/RAISE/TIFF/r104153eat.TIF,9/20/2014 15:40,11/1/2011 12:42,17.8 MB,L (4928 x 3264),42:10.0,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,50mm,AF-A,Auto,ON,OFF,f/22,1/40s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",sRGB,ON (Low),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,9,2,0,1,2,,,,,,,,,,,,,,,,,landscape; outdoor
r1069cdabt,http://193.205.194.113/RAISE/NEF/r1069cdabt.NEF,http://193.205.194.113/RAISE/TIFF/r1069cdabt.TIF,9/20/2014 18:02,1/11/2014 7:18,18.6 MB,L (4928 x 3264),18:38.0,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/4.5,1/80s,Manual,0EV,,Matrix,ISO 200,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,0,0,0,,,,,,,,,,,,,,,,,buildings; outdoor
r1070b804t,http://193.205.194.113/RAISE/NEF/r1070b804t.NEF,http://193.205.194.113/RAISE/TIFF/r1070b804t.TIF,9/20/2014 23:55,3/23/2012 13:13,9.90 MB,L (4288 x 2848),13:02.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,34mm,AF-A,Auto,ON,,f/4.2,1/200s,Aperture Priority,0EV,,Matrix,Auto (ISO 200),,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Low,,,,[VI] VIVID,[VI] VIVID,-,7,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,Indoor; objects
r107730b5t,http://193.205.194.113/RAISE/NEF/r107730b5t.NEF,http://193.205.194.113/RAISE/TIFF/r107730b5t.TIF,9/20/2014 21:43,7/15/2012 10:56,10.7 MB,L (4288 x 2848),56:31.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,AF-A,Auto,ON,,f/6.3,1/320s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,outdoor; people
r1077d1f2t,http://193.205.194.113/RAISE/NEF/r1077d1f2t.NEF,http://193.205.194.113/RAISE/TIFF/r1077d1f2t.TIF,9/20/2014 17:40,8/22/2012 9:22,17.3 MB,L (4928 x 3264),22:04.7,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,75mm,AF-A,Auto,ON,OFF,f/5.6,1/60s,Manual,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,6,0,1,-1,0,,,,,,,,,,,,,,,,,Indoor; objects
r108301e3t,http://193.205.194.113/RAISE/NEF/r108301e3t.NEF,http://193.205.194.113/RAISE/TIFF/r108301e3t.TIF,9/20/2014 22:43,2/16/2012 10:30,11.1 MB,L (4288 x 2848),30:39.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/11,1/640s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,2,5,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,buildings; outdoor
r10893508t,http://193.205.194.113/RAISE/NEF/r10893508t.NEF,http://193.205.194.113/RAISE/TIFF/r10893508t.TIF,9/20/2014 15:36,10/2/2011 6:39,21.5 MB,L (4928 x 3264),39:15.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/3.5,1/1000s,Portrait,0EV,,Matrix,Auto (ISO 100),,,,"Auto1, 0, 0",sRGB,ON (Low),OFF,Auto,,,OFF,[PT] Portrait,[PT] Portrait,-,Auto,0,0,0,0,,,,,,,,,,,,,,,,,outdoor; people
r108ae9b6t,http://193.205.194.113/RAISE/NEF/r108ae9b6t.NEF,http://193.205.194.113/RAISE/TIFF/r108ae9b6t.TIF,9/20/2014 17:14,4/2/2014 13:58,20.7 MB,L (4928 x 3264),58:57.2,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/4.5,1/500s,Aperture Priority,0EV,,Matrix,ISO 400,,,,"Shade, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,2,1,0,0,,,,,,,,,,,,,,,,,nature; outdoor
r108ba35et,http://193.205.194.113/RAISE/NEF/r108ba35et.NEF,http://193.205.194.113/RAISE/TIFF/r108ba35et.TIF,9/21/2014 8:11,1/7/2013 0:20,22.7 MB,L (4928 x 3264),20:04.1,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/9,1/100s,Manual,+0.7EV,,Spot,ISO 640,,,,"Cloudy, A4, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,9,3,1,1,1,,,,,,,,,,,,,,,,,outdoor
r10940798t,http://193.205.194.113/RAISE/NEF/r10940798t.NEF,http://193.205.194.113/RAISE/TIFF/r10940798t.TIF,9/21/2014 2:36,5/2/2014 9:06,18.6 MB,L (4928 x 3264),06:24.9,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,31mm,AF-A,Dynamic,ON,OFF,f/14,1/40s,Aperture Priority,0EV,,Matrix,ISO 250,,,,"Cloudy, A1, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,5,0,1,1,0,,,,,,,,,,,,,,,,,landscape; outdoor
r10944b31t,http://193.205.194.113/RAISE/NEF/r10944b31t.NEF,http://193.205.194.113/RAISE/TIFF/r10944b31t.TIF,9/20/2014 20:20,8/27/2012 14:04,20.3 MB,L (4928 x 3264),04:35.7,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/13,1/100s,Manual,0EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,2,1,1,2,,,,,,,,,,,,,,,,,landscape; outdoor; people
r10a207det,http://193.205.194.113/RAISE/NEF/r10a207det.NEF,http://193.205.194.113/RAISE/TIFF/r10a207det.TIF,9/21/2014 0:29,6/8/2014 8:09,21.9 MB,L (4928 x 3264),09:59.1,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-C,Dynamic,ON,OFF,f/16,1/160s,Aperture Priority,0EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,0,1,1,1,,,,,,,,,,,,,,,,,landscape; outdoor
r10a9ca2at,http://193.205.194.113/RAISE/NEF/r10a9ca2at.NEF,http://193.205.194.113/RAISE/TIFF/r10a9ca2at.TIF,9/21/2014 10:06,10/4/2013 7:26,19.4 MB,L (4928 x 3264),26:09.7,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/6.3,1/500s,,0EV,,Matrix,ISO 800,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,Aperture Priority,landscape; outdoor
r10ab8058t,http://193.205.194.113/RAISE/NEF/r10ab8058t.NEF,http://193.205.194.113/RAISE/TIFF/r10ab8058t.TIF,9/20/2014 16:47,8/11/2012 12:27,17.4 MB,L (4928 x 3264),27:37.8,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/11,1/100s,Manual,0EV,,Spot,ISO 200,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,0,0,0,0,,,,,,,,,,,,,,,,,buildings; outdoor
r10c5fc29t,http://193.205.194.113/RAISE/NEF/r10c5fc29t.NEF,http://193.205.194.113/RAISE/TIFF/r10c5fc29t.TIF,9/20/2014 21:29,1/1/2012 7:14,20.5 MB,L (4928 x 3264),14:09.2,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/18,1/250s,Aperture Priority,0EV,,Matrix,ISO 800,,,,"Shade, B2, G2",sRGB,ON (Low),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,9,3,0,2,1,,,,,,,,,,,,,,,,,landscape; outdoor
r10cf67d1t,http://193.205.194.113/RAISE/NEF/r10cf67d1t.NEF,http://193.205.194.113/RAISE/TIFF/r10cf67d1t.TIF,9/21/2014 9:22,6/21/2013 9:42,20.5 MB,L (4928 x 3264),42:55.2,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/8,1/500s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, A1, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,,landscape; outdoor
r10e36316t,http://193.205.194.113/RAISE/NEF/r10e36316t.NEF,http://193.205.194.113/RAISE/TIFF/r10e36316t.TIF,9/20/2014 18:42,8/7/2012 12:58,19.7 MB,L (4928 x 3264),58:25.8,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/11,1/125s,Manual,0EV,,Spot,ISO 200,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,8,0,0,-1,-2,,,,,,,,,,,,,,,,,buildings; outdoor
